date,learningRate,trainAccuracy,testAccuracy,loss
141,4.000007999938049e-06,76.95652173913044,89.87556561085974,101
142,4.000007999938049e-06,77.04347826086956,89.64932126696833,101
143,4.000007999938049e-06,77.6086956521739,89.98868778280543,101
144,4.000007999938049e-06,76.34782608695652,89.93212669683258,101
145,4.000007999938049e-06,76.8695652173913,90.10180995475113,101
146,4.000007999938049e-06,77.95652173913044,89.81900452488688,101
147,4.000007999938049e-06,76.3913043478261,89.87556561085974,101
148,4.000007999938049e-06,76.95652173913044,89.93212669683258,101
149,4.000007999938049e-06,76.30434782608695,89.93212669683258,101
150,4.000007999938049e-06,76.65217391304348,89.76244343891403,101
151,4.000007999938049e-06,76.8695652173913,89.70588235294117,101
152,4.000007999938049e-06,76.8695652173913,89.93212669683258,101
153,4.000007999938049e-06,76.17391304347827,89.70588235294117,101
154,4.000007999938049e-06,75.91304347826087,89.87556561085974,101
155,4.000007999938049e-06,76.3913043478261,89.70588235294117,101
156,4.000007999938049e-06,77.82608695652173,89.76244343891403,101
157,4.000007999938049e-06,75.26086956521739,89.81900452488688,101
158,4.000007999938049e-06,77.08695652173913,89.81900452488688,101
159,4.000007999938049e-06,75.47826086956522,89.93212669683258,101
160,4.000007999938049e-06,76.95652173913044,89.64932126696833,101
161,4.000007999938049e-06,77.52173913043478,89.81900452488688,101
162,4.000007999938049e-06,76.26086956521739,89.87556561085974,101
163,4.000007999938049e-06,76.91304347826087,89.81900452488688,101
164,4.000007999938049e-06,77.91304347826087,89.87556561085974,101
165,4.000007999938049e-06,76.3913043478261,89.76244343891403,101
166,4.000007999938049e-06,76.8695652173913,90.04524886877829,101
167,4.000007999938049e-06,77.65217391304348,89.93212669683258,101
168,4.000007999938049e-06,77.08695652173913,89.70588235294117,101
169,4.000007999938049e-06,77.56521739130434,89.98868778280543,101
170,4.000007999938049e-06,76.1304347826087,89.53619909502262,101
171,4.000007999938049e-06,74.95652173913044,90.04524886877829,101
172,4.000007999938049e-06,77.17391304347827,89.76244343891403,101
173,4.000007999938049e-06,76.78260869565217,89.93212669683258,101
174,4.000007999938049e-06,77.91304347826087,90.04524886877829,101
175,4.000007999938049e-06,75.26086956521739,89.93212669683258,101
176,4.000007999938049e-06,77.91304347826087,89.98868778280543,101
177,4.000007999938049e-06,76.95652173913044,90.15837104072398,101
178,4.000007999938049e-06,75.17391304347827,89.70588235294117,101
179,4.000007999938049e-06,76.26086956521739,89.81900452488688,101
180,4.000007999938049e-06,77.0,89.87556561085974,101
181,4.000007999938049e-06,77.69565217391305,89.98868778280543,101
182,4.000007999938049e-06,76.78260869565217,89.76244343891403,101
183,4.000007999938049e-06,77.08695652173913,89.98868778280543,101
184,4.000007999938049e-06,75.8695652173913,89.87556561085974,101
185,4.000007999938049e-06,77.04347826086956,89.76244343891403,101
186,4.000007999938049e-06,77.69565217391305,89.53619909502262,101
187,4.000007999938049e-06,76.47826086956522,89.81900452488688,101
188,4.000007999938049e-06,76.1304347826087,89.93212669683258,101
189,4.000007999938049e-06,77.69565217391305,89.93212669683258,101
190,4.000007999938049e-06,74.34782608695652,89.93212669683258,101
191,4.000007999938049e-06,76.95652173913044,89.76244343891403,101
192,4.000007999938049e-06,76.0,89.53619909502262,101
193,4.000007999938049e-06,76.04347826086956,89.76244343891403,101
194,4.000007999938049e-06,76.21739130434783,89.81900452488688,101
195,4.000007999938049e-06,75.91304347826087,89.76244343891403,101
196,4.000007999938049e-06,75.82608695652173,89.81900452488688,101
197,4.000007999938049e-06,73.47826086956522,89.87556561085974,101
198,4.000007999938049e-06,77.65217391304348,90.04524886877829,101
199,4.000007999938049e-06,75.95652173913044,89.81900452488688,101
200,4.000007999938049e-06,76.34782608695652,89.87556561085974,101
201,4.000007999938049e-06,76.82608695652173,89.81900452488688,101
202,4.000007999938049e-06,77.56521739130434,89.98868778280543,101
203,4.000007999938049e-06,77.43478260869566,90.10180995475113,101
204,4.000007999938049e-06,77.43478260869566,89.87556561085974,101
205,4.000007999938049e-06,74.95652173913044,89.70588235294117,101
206,4.000007999938049e-06,76.6086956521739,89.81900452488688,101
207,4.000007999938049e-06,76.3913043478261,89.53619909502262,101
208,4.000007999938049e-06,76.43478260869566,89.76244343891403,101
209,4.000007999938049e-06,76.6086956521739,89.76244343891403,101
210,4.000007999938049e-06,75.26086956521739,89.59276018099548,101
211,4.000007999938049e-06,74.21739130434783,89.81900452488688,101
212,4.000007999938049e-06,77.21739130434783,89.70588235294117,101
213,4.000007999938049e-06,75.73913043478261,89.81900452488688,101
214,4.000007999938049e-06,75.0,90.04524886877829,101
215,4.000007999938049e-06,76.3913043478261,89.64932126696833,101
216,4.000007999938049e-06,76.43478260869566,89.87556561085974,101
217,4.000007999938049e-06,76.43478260869566,90.04524886877829,101
218,4.000007999938049e-06,75.78260869565217,89.81900452488688,101
219,4.000007999938049e-06,77.52173913043478,89.98868778280543,101
220,4.000007999938049e-06,75.69565217391305,89.87556561085974,101
221,4.000007999938049e-06,76.34782608695652,90.10180995475113,101
222,4.000007999938049e-06,76.0,89.93212669683258,101
223,4.000007999938049e-06,77.21739130434783,89.81900452488688,101
224,4.000007999938049e-06,76.30434782608695,89.87556561085974,101
225,4.000007999938049e-06,77.21739130434783,89.76244343891403,101
226,4.000007999938049e-06,75.69565217391305,89.76244343891403,101
227,4.000007999938049e-06,77.1304347826087,89.76244343891403,101
228,4.000007999938049e-06,77.3913043478261,90.04524886877829,101
229,4.000007999938049e-06,76.30434782608695,89.70588235294117,101
230,4.000007999938049e-06,75.43478260869566,89.64932126696833,101
231,4.000007999938049e-06,76.65217391304348,89.87556561085974,101
232,4.000007999938049e-06,76.52173913043478,90.15837104072398,101
233,4.000007999938049e-06,75.78260869565217,89.70588235294117,101
234,4.000007999938049e-06,77.52173913043478,89.81900452488688,101
235,4.000007999938049e-06,75.6086956521739,89.93212669683258,101
236,4.000007999938049e-06,77.21739130434783,89.76244343891403,101
237,4.000007999938049e-06,74.95652173913044,89.70588235294117,101
238,4.000007999938049e-06,75.78260869565217,89.81900452488688,101
239,4.000007999938049e-06,74.82608695652173,89.93212669683258,101
240,4.000007999938049e-06,75.6086956521739,89.87556561085974,101
241,4.000007999938049e-06,77.47826086956522,89.98868778280543,101
242,4.000007999938049e-06,76.47826086956522,89.70588235294117,101
243,4.000007999938049e-06,76.47826086956522,89.87556561085974,101
244,4.000007999938049e-06,77.26086956521739,89.76244343891403,101
245,4.000007999938049e-06,76.73913043478261,89.76244343891403,101
246,4.000007999938049e-06,77.17391304347827,89.64932126696833,101
247,4.000007999938049e-06,74.8695652173913,89.87556561085974,101
248,4.000007999938049e-06,76.30434782608695,90.04524886877829,101
249,4.000007999938049e-06,77.34782608695652,89.87556561085974,101
250,4.000007999938049e-06,76.6086956521739,89.64932126696833,101
251,4.000007999938049e-06,77.04347826086956,89.81900452488688,101
252,4.000007999938049e-06,76.30434782608695,89.70588235294117,101
253,4.000007999938049e-06,74.8695652173913,89.47963800904978,101
254,4.000007999938049e-06,77.52173913043478,90.10180995475113,101
255,4.000007999938049e-06,77.17391304347827,89.93212669683258,101
256,4.000007999938049e-06,75.69565217391305,89.76244343891403,101
257,4.000007999938049e-06,75.56521739130434,89.81900452488688,101
258,4.000007999938049e-06,76.65217391304348,90.04524886877829,101
259,4.000007999938049e-06,74.91304347826087,89.87556561085974,101
260,4.000007999938049e-06,77.08695652173913,89.76244343891403,101
261,4.000007999938049e-06,75.65217391304348,89.87556561085974,101
262,4.000007999938049e-06,75.8695652173913,89.70588235294117,101
263,4.000007999938049e-06,76.34782608695652,89.76244343891403,101
264,4.000007999938049e-06,75.52173913043478,89.81900452488688,101
265,4.000007999938049e-06,75.08695652173913,89.98868778280543,101
266,4.000007999938049e-06,76.47826086956522,89.93212669683258,101
267,4.000007999938049e-06,75.69565217391305,89.59276018099548,101
268,4.000007999938049e-06,76.26086956521739,89.64932126696833,101
269,4.000007999938049e-06,74.69565217391305,89.87556561085974,101
270,4.000007999938049e-06,76.52173913043478,90.04524886877829,101
271,4.000007999938049e-06,74.73913043478261,89.93212669683258,101
272,4.000007999938049e-06,76.47826086956522,89.87556561085974,101
273,4.000007999938049e-06,76.43478260869566,89.87556561085974,101
274,4.000007999938049e-06,75.69565217391305,90.15837104072398,101
275,4.000007999938049e-06,77.21739130434783,89.93212669683258,101
276,4.000007999938049e-06,76.30434782608695,89.64932126696833,101
277,4.000007999938049e-06,75.56521739130434,89.93212669683258,101
278,4.000007999938049e-06,75.3913043478261,89.93212669683258,101
279,4.000007999938049e-06,77.0,89.98868778280543,101
280,4.000007999938049e-06,76.52173913043478,89.64932126696833,101
281,4.000007999938049e-06,76.3913043478261,89.93212669683258,101
282,4.000007999938049e-06,74.95652173913044,90.04524886877829,101
283,4.000007999938049e-06,76.52173913043478,89.98868778280543,101
284,4.000007999938049e-06,74.82608695652173,89.93212669683258,101
285,4.000007999938049e-06,77.21739130434783,89.93212669683258,101
286,4.000007999938049e-06,76.3913043478261,89.87556561085974,101
287,4.000007999938049e-06,77.04347826086956,89.76244343891403,101
288,4.000007999938049e-06,77.1304347826087,89.64932126696833,101
289,4.000007999938049e-06,75.43478260869566,90.04524886877829,101
290,4.000007999938049e-06,77.34782608695652,89.76244343891403,101
291,4.000007999938049e-06,75.56521739130434,89.98868778280543,101
292,4.000007999938049e-06,76.34782608695652,89.87556561085974,101
293,4.000007999938049e-06,76.04347826086956,89.81900452488688,101
294,4.000007999938049e-06,76.43478260869566,89.76244343891403,101
295,4.000007999938049e-06,74.78260869565217,89.76244343891403,101
296,4.000007999938049e-06,76.56521739130434,89.64932126696833,101
297,4.000007999938049e-06,77.26086956521739,89.98868778280543,101
298,4.000007999938049e-06,77.1304347826087,89.93212669683258,101
299,4.000007999938049e-06,76.3913043478261,89.93212669683258,101
300,4.000007999938049e-06,75.69565217391305,89.76244343891403,101
301,4.000007999938049e-06,76.47826086956522,89.70588235294117,101
302,4.000007999938049e-06,75.52173913043478,89.81900452488688,101
303,4.000007999938049e-06,76.21739130434783,89.47963800904978,101
304,4.000007999938049e-06,76.56521739130434,89.76244343891403,101
305,4.000007999938049e-06,76.21739130434783,89.93212669683258,101
306,4.000007999938049e-06,77.26086956521739,90.10180995475113,101
307,4.000007999938049e-06,75.69565217391305,89.93212669683258,101
308,4.000007999938049e-06,76.08695652173913,89.81900452488688,101
309,4.000007999938049e-06,76.21739130434783,90.04524886877829,101
310,4.000007999938049e-06,75.43478260869566,90.10180995475113,101
311,4.000007999938049e-06,75.47826086956522,89.93212669683258,101
312,4.000007999938049e-06,77.04347826086956,89.81900452488688,101
313,4.000007999938049e-06,77.26086956521739,89.98868778280543,101
314,4.000007999938049e-06,77.21739130434783,89.81900452488688,101
315,4.000007999938049e-06,76.78260869565217,89.81900452488688,101
316,4.000007999938049e-06,76.08695652173913,90.15837104072398,101
317,4.000007999938049e-06,74.8695652173913,89.70588235294117,101
318,4.000007999938049e-06,77.26086956521739,89.87556561085974,101
319,4.000007999938049e-06,76.6086956521739,90.04524886877829,101
320,4.000007999938049e-06,76.21739130434783,89.98868778280543,101
321,4.000007999938049e-06,75.0,89.87556561085974,101
322,4.000007999938049e-06,74.91304347826087,89.70588235294117,101
323,4.000007999938049e-06,75.30434782608695,89.93212669683258,101
324,4.000007999938049e-06,74.95652173913044,89.87556561085974,101
325,4.000007999938049e-06,75.56521739130434,89.81900452488688,101
326,4.000007999938049e-06,76.56521739130434,89.81900452488688,101
327,4.000007999938049e-06,76.30434782608695,90.10180995475113,101
328,4.000007999938049e-06,76.21739130434783,90.04524886877829,101
329,4.000007999938049e-06,75.69565217391305,89.59276018099548,101
330,4.000007999938049e-06,76.43478260869566,89.81900452488688,101
331,4.000007999938049e-06,76.30434782608695,89.76244343891403,101
332,4.000007999938049e-06,76.26086956521739,89.87556561085974,101
333,4.000007999938049e-06,76.73913043478261,89.76244343891403,101
334,4.000007999938049e-06,77.04347826086956,89.87556561085974,101
335,4.000007999938049e-06,75.82608695652173,89.87556561085974,101
336,4.000007999938049e-06,75.73913043478261,89.81900452488688,101
337,4.000007999938049e-06,75.69565217391305,89.98868778280543,101
338,4.000007999938049e-06,74.95652173913044,89.87556561085974,101
339,4.000007999938049e-06,77.52173913043478,90.04524886877829,101
340,4.000007999938049e-06,75.73913043478261,90.10180995475113,101
341,4.000007999938049e-06,74.8695652173913,89.81900452488688,101
342,4.000007999938049e-06,77.34782608695652,89.76244343891403,101
343,4.000007999938049e-06,76.21739130434783,89.87556561085974,101
344,4.000007999938049e-06,75.6086956521739,89.93212669683258,101
345,4.000007999938049e-06,76.3913043478261,89.93212669683258,101
346,4.000007999938049e-06,74.91304347826087,89.76244343891403,101
347,4.000007999938049e-06,75.52173913043478,89.76244343891403,101
348,4.000007999938049e-06,75.43478260869566,89.70588235294117,101
349,4.000007999938049e-06,76.47826086956522,89.76244343891403,101
350,4.000007999938049e-06,75.73913043478261,89.70588235294117,101
351,4.000007999938049e-06,77.08695652173913,89.98868778280543,101
352,4.000007999938049e-06,77.08695652173913,89.76244343891403,101
353,4.000007999938049e-06,76.52173913043478,90.04524886877829,101
354,4.000007999938049e-06,76.47826086956522,89.81900452488688,101
355,4.000007999938049e-06,76.3913043478261,89.87556561085974,101
356,4.000007999938049e-06,77.08695652173913,90.04524886877829,101
357,4.000007999938049e-06,75.82608695652173,89.98868778280543,101
358,4.000007999938049e-06,77.3913043478261,89.98868778280543,101
359,4.000007999938049e-06,73.95652173913044,89.64932126696833,101
360,4.000007999938049e-06,76.6086956521739,89.93212669683258,101
361,4.000007999938049e-06,75.56521739130434,89.70588235294117,101
362,4.000007999938049e-06,75.56521739130434,89.81900452488688,101
363,4.000007999938049e-06,75.6086956521739,89.98868778280543,101
364,4.000007999938049e-06,77.3913043478261,89.59276018099548,101
365,4.000007999938049e-06,76.95652173913044,90.04524886877829,101
366,4.000007999938049e-06,76.69565217391305,89.76244343891403,101
367,4.000007999938049e-06,75.78260869565217,89.81900452488688,101
368,4.000007999938049e-06,76.1304347826087,89.98868778280543,101
369,4.000007999938049e-06,76.43478260869566,89.98868778280543,101
370,4.000007999938049e-06,76.69565217391305,89.81900452488688,101
371,4.000007999938049e-06,75.56521739130434,89.64932126696833,101
372,4.000007999938049e-06,76.43478260869566,89.76244343891403,101
373,4.000007999938049e-06,77.17391304347827,89.81900452488688,101
374,4.000007999938049e-06,74.6086956521739,89.64932126696833,101
375,4.000007999938049e-06,75.69565217391305,89.98868778280543,101
376,4.000007999938049e-06,77.21739130434783,90.04524886877829,101
377,4.000007999938049e-06,76.65217391304348,89.93212669683258,101
378,4.000007999938049e-06,77.08695652173913,89.87556561085974,101
379,4.000007999938049e-06,76.26086956521739,89.70588235294117,101
380,4.000007999938049e-06,77.1304347826087,89.87556561085974,101
381,4.000007999938049e-06,76.6086956521739,89.93212669683258,101
382,4.000007999938049e-06,76.47826086956522,89.87556561085974,101
383,4.000007999938049e-06,76.21739130434783,89.87556561085974,101
384,4.000007999938049e-06,76.30434782608695,89.76244343891403,101
385,4.000007999938049e-06,74.91304347826087,89.81900452488688,101
386,4.000007999938049e-06,75.56521739130434,89.93212669683258,101
387,4.000007999938049e-06,75.6086956521739,89.93212669683258,101
388,4.000007999938049e-06,77.17391304347827,90.10180995475113,101
389,4.000007999938049e-06,76.26086956521739,89.76244343891403,101
390,4.000007999938049e-06,75.6086956521739,90.04524886877829,101
391,4.000007999938049e-06,77.17391304347827,89.93212669683258,101
392,4.000007999938049e-06,74.8695652173913,89.64932126696833,101
393,4.000007999938049e-06,75.73913043478261,89.70588235294117,101
394,4.000007999938049e-06,74.69565217391305,89.98868778280543,101
395,4.000007999938049e-06,76.26086956521739,90.04524886877829,101
396,4.000007999938049e-06,75.04347826086956,89.93212669683258,101
397,4.000007999938049e-06,77.34782608695652,89.93212669683258,101
398,4.000007999938049e-06,76.69565217391305,89.93212669683258,101
399,4.000007999938049e-06,77.34782608695652,89.98868778280543,101
400,4.000007999938049e-06,77.47826086956522,89.64932126696833,101
401,4.000007999938049e-06,76.34782608695652,89.98868778280543,101
402,4.000007999938049e-06,76.47826086956522,89.93212669683258,101
403,4.000007999938049e-06,74.91304347826087,89.81900452488688,101
404,4.000007999938049e-06,77.21739130434783,90.04524886877829,101
405,4.000007999938049e-06,76.43478260869566,90.04524886877829,101
406,4.000007999938049e-06,76.6086956521739,90.04524886877829,101
407,4.000007999938049e-06,77.34782608695652,89.93212669683258,101
408,4.000007999938049e-06,77.1304347826087,90.04524886877829,101
409,4.000007999938049e-06,75.73913043478261,89.93212669683258,101
410,4.000007999938049e-06,76.52173913043478,89.87556561085974,101
411,4.000007999938049e-06,75.6086956521739,90.04524886877829,101
412,4.000007999938049e-06,76.26086956521739,90.04524886877829,101
413,4.000007999938049e-06,77.47826086956522,89.87556561085974,101
414,4.000007999938049e-06,74.73913043478261,89.81900452488688,101
415,4.000007999938049e-06,77.21739130434783,89.64932126696833,101
416,4.000007999938049e-06,76.30434782608695,89.87556561085974,101
417,4.000007999938049e-06,77.30434782608695,89.93212669683258,101
418,4.000007999938049e-06,77.43478260869566,89.64932126696833,101
419,4.000007999938049e-06,77.21739130434783,89.93212669683258,101
420,4.000007999938049e-06,73.8695652173913,89.93212669683258,101
421,4.000007999938049e-06,74.8695652173913,89.93212669683258,101
422,4.000007999938049e-06,77.26086956521739,89.76244343891403,101
423,4.000007999938049e-06,77.1304347826087,89.81900452488688,101
424,4.000007999938049e-06,77.3913043478261,89.98868778280543,101
425,4.000007999938049e-06,77.52173913043478,89.76244343891403,101
426,4.000007999938049e-06,75.56521739130434,90.10180995475113,101
427,4.000007999938049e-06,76.56521739130434,89.81900452488688,101
428,4.000007999938049e-06,75.6086956521739,90.10180995475113,101
429,4.000007999938049e-06,77.3913043478261,90.21493212669684,101
430,4.000007999938049e-06,75.73913043478261,89.98868778280543,101
431,4.000007999938049e-06,76.47826086956522,90.15837104072398,101
432,4.000007999938049e-06,76.47826086956522,89.93212669683258,101
433,4.000007999938049e-06,75.65217391304348,89.87556561085974,101
434,4.000007999938049e-06,75.6086956521739,89.76244343891403,101
435,4.000007999938049e-06,76.52173913043478,89.93212669683258,101
436,4.000007999938049e-06,76.6086956521739,89.98868778280543,101
437,4.000007999938049e-06,76.56521739130434,89.81900452488688,101
438,4.000007999938049e-06,75.3913043478261,89.76244343891403,101
439,4.000007999938049e-06,75.78260869565217,89.98868778280543,101
440,4.000007999938049e-06,75.69565217391305,89.81900452488688,101
441,4.000007999938049e-06,76.69565217391305,89.93212669683258,101
442,4.000007999938049e-06,75.82608695652173,89.98868778280543,101
443,4.000007999938049e-06,77.17391304347827,89.98868778280543,101
444,4.000007999938049e-06,76.34782608695652,89.93212669683258,101
445,4.000007999938049e-06,74.91304347826087,89.76244343891403,101
446,4.000007999938049e-06,74.95652173913044,89.87556561085974,101
447,4.000007999938049e-06,75.3913043478261,89.93212669683258,101
448,4.000007999938049e-06,77.47826086956522,89.81900452488688,101
449,4.000007999938049e-06,76.3913043478261,89.81900452488688,101
450,4.000007999938049e-06,77.34782608695652,89.93212669683258,101
